,Date,0.0,0.05,0.1,0.15,0.2,0.25,0.3,0.5,0.7,0.75,0.8,0.85,0.9,0.95,1.0
0,2024-11-25,100.23990631103516,100.23909759521484,100.23294067382812,100.24652862548828,100.23661041259766,100.239013671875,100.26646423339844,100.22333526611328,100.24038696289062,100.23704528808594,100.24706268310547,100.24585723876953,100.25110626220703,100.25102996826172,100.25799560546875
1,2024-12-02,100.24583435058594,100.25489044189453,100.24651336669922,100.268798828125,100.27769470214844,100.26483917236328,100.29020690917969,100.25206756591797,100.27304077148438,100.264404296875,100.23838806152344,100.26307678222656,100.28750610351562,100.2793197631836,100.31387329101562
2,2024-12-09,100.26685333251953,100.26365661621094,100.26988220214844,100.29688262939453,100.32120513916016,100.29367065429688,100.32579803466797,100.27718353271484,100.29888916015625,100.29164123535156,100.25848388671875,100.30741119384766,100.28462982177734,100.3092269897461,100.35459899902344
3,2024-12-16,100.28925323486328,100.27716827392578,100.27861785888672,100.31818389892578,100.35503387451172,100.31440734863281,100.3585433959961,100.29830932617188,100.3074722290039,100.31879425048828,100.30976104736328,100.31880950927734,100.3005142211914,100.33563232421875,100.3792953491211
4,2024-12-23,100.28218078613281,100.29890441894531,100.29768371582031,100.3373031616211,100.36808776855469,100.32854461669922,100.4051513671875,100.3142318725586,100.34270477294922,100.35428619384766,100.34471130371094,100.33399200439453,100.33251190185547,100.3512191772461,100.43604278564453
5,2024-12-30,100.31465911865234,100.32797241210938,100.33204650878906,100.34101867675781,100.39873504638672,100.32976531982422,100.4194107055664,100.3451156616211,100.35083770751953,100.3839340209961,100.36892700195312,100.35896301269531,100.35649108886719,100.36483764648438,100.4942855834961
6,2025-01-06,100.3309555053711,100.34321594238281,100.33283233642578,100.35989379882812,100.42182922363281,100.3280029296875,100.45407104492188,100.36701202392578,100.38880157470703,100.42485809326172,100.40635681152344,100.37796020507812,100.37686157226562,100.3809585571289,100.51115417480469
7,2025-01-13,100.34750366210938,100.35035705566406,100.34142303466797,100.37787628173828,100.46715545654297,100.35291290283203,100.4874496459961,100.3805160522461,100.3939437866211,100.45375061035156,100.42254638671875,100.4211196899414,100.40328216552734,100.39717864990234,100.53813934326172
8,2025-01-20,100.36323547363281,100.36857604980469,100.3588638305664,100.39527130126953,100.45347595214844,100.3730697631836,100.49785614013672,100.40151977539062,100.40206909179688,100.45630645751953,100.44495391845703,100.46162414550781,100.42903137207031,100.40990447998047,100.57402038574219
9,2025-01-27,100.37492370605469,100.37503051757812,100.37952423095703,100.39826965332031,100.49019622802734,100.40715789794922,100.52719116210938,100.41987609863281,100.417236328125,100.49053192138672,100.4521255493164,100.50181579589844,100.44819641113281,100.435791015625,100.6085433959961
10,2025-02-03,100.37022399902344,100.38623809814453,100.39346313476562,100.39905548095703,100.50618743896484,100.41973876953125,100.54339599609375,100.43899536132812,100.44767761230469,100.5078353881836,100.47167205810547,100.54729461669922,100.4674072265625,100.46138000488281,100.6456298828125
11,2025-02-10,100.39981079101562,100.39295196533203,100.40052795410156,100.42686462402344,100.5243911743164,100.42774963378906,100.55181121826172,100.45972442626953,100.47398376464844,100.52853393554688,100.50005340576172,100.5777587890625,100.50808715820312,100.51315307617188,100.67269897460938
12,2025-02-17,100.41083526611328,100.41145324707031,100.41571807861328,100.43868255615234,100.54537200927734,100.43939208984375,100.54258728027344,100.4699478149414,100.48968505859375,100.5757064819336,100.52723693847656,100.61121368408203,100.52789306640625,100.52845764160156,100.68768310546875
13,2025-02-24,100.39540100097656,100.41159057617188,100.4386215209961,100.4537124633789,100.54476165771484,100.46114349365234,100.54754638671875,100.47735595703125,100.50323486328125,100.60258483886719,100.5318374633789,100.6204833984375,100.5479965209961,100.54744720458984,100.69763946533203
14,2025-03-03,100.39340209960938,100.40603637695312,100.45581817626953,100.46768951416016,100.56407928466797,100.48089599609375,100.56983947753906,100.50765228271484,100.54125213623047,100.61714935302734,100.55753326416016,100.64556121826172,100.57733917236328,100.57821655273438,100.7461166381836
15,2025-03-10,100.38124084472656,100.41654968261719,100.46418762207031,100.4587631225586,100.58454895019531,100.52010345458984,100.5620346069336,100.5350570678711,100.56327819824219,100.65020751953125,100.57128143310547,100.66585540771484,100.61293029785156,100.61043548583984,100.76988220214844
16,2025-03-17,100.39094543457031,100.41326904296875,100.50363159179688,100.48133850097656,100.60787963867188,100.53074645996094,100.56707763671875,100.55413055419922,100.57386779785156,100.65547180175781,100.60079193115234,100.69070434570312,100.64617919921875,100.64265441894531,100.81329345703125
17,2025-03-24,100.38459014892578,100.40669250488281,100.53720092773438,100.49666595458984,100.6065902709961,100.53868103027344,100.57756805419922,100.57412719726562,100.60613250732422,100.66273498535156,100.6209716796875,100.7040023803711,100.67229461669922,100.68012237548828,100.83758544921875
18,2025-03-31,100.3990707397461,100.40794372558594,100.54976654052734,100.52116394042969,100.62043762207031,100.5530776977539,100.5877914428711,100.58963775634766,100.63433837890625,100.69420623779297,100.6361083984375,100.72462463378906,100.70584106445312,100.72160339355469,100.86980438232422
19,2025-04-07,100.38043212890625,100.40428924560547,100.53504943847656,100.51567077636719,100.63416290283203,100.55911254882812,100.60575103759766,100.5916519165039,100.64552307128906,100.71370697021484,100.66045379638672,100.7315902709961,100.72762298583984,100.74784088134766,100.90835571289062
20,2025-04-14,100.38172912597656,100.43702697753906,100.55294799804688,100.52179718017578,100.65069580078125,100.56697082519531,100.60070037841797,100.61675262451172,100.67936706542969,100.72859191894531,100.68586730957031,100.76531219482422,100.74299621582031,100.77339172363281,100.93433380126953
