,Date,Data,0.05,0.1,0.2,0.25,0.5,0.75,0.8,0.9,0.95
17,2025-03-24,,410.4550476074219,413.64990234375,410.4087219238281,411.2145690917969,411.1316833496094,410.85089111328125,408.3740539550781,406.75372314453125,406.8697204589844
18,2025-03-31,,411.4532775878906,415.34063720703125,411.3215637207031,412.43365478515625,412.5581359863281,411.7171936035156,408.27691650390625,407.0446472167969,406.9118957519531
19,2025-04-07,,404.8117370605469,408.7591247558594,404.4710693359375,405.5954284667969,405.82147216796875,405.4331359863281,401.42138671875,401.3988037109375,400.96270751953125
20,2025-04-14,,398.6114501953125,404.0344543457031,398.5329284667969,401.0801696777344,400.3006896972656,400.15570068359375,396.2981262207031,395.86474609375,395.8491516113281
21,2025-04-21,,402.97576904296875,409.2334289550781,402.3559875488281,405.77313232421875,404.5509948730469,402.5086975097656,398.8616943359375,397.9450988769531,398.2243347167969
22,2025-04-28,,403.43035888671875,407.3337707519531,402.4916076660156,404.4720764160156,402.8489685058594,403.19622802734375,399.62109375,398.4658203125,399.1812438964844
23,2025-05-05,,406.6344909667969,411.6652526855469,405.1250305175781,407.960205078125,406.2103576660156,403.6963806152344,398.60040283203125,398.2390441894531,399.2425231933594
24,2025-05-12,,400.53533935546875,405.5668029785156,398.92236328125,400.93572998046875,400.34918212890625,400.21612548828125,394.06158447265625,394.5318603515625,395.2854309082031
25,2025-05-19,,421.5024719238281,426.1468505859375,420.9299621582031,421.7197570800781,420.49212646484375,422.35833740234375,416.5355529785156,416.7447814941406,418.1535949707031
26,2025-05-26,,407.117431640625,413.4374084472656,406.5559997558594,409.2245178222656,406.83526611328125,405.9938659667969,402.62139892578125,401.4342956542969,402.7043151855469
27,2025-06-02,,420.3554382324219,427.9245300292969,421.40313720703125,424.4794006347656,420.49420166015625,419.9170227050781,417.0268859863281,415.9644470214844,417.2987060546875
28,2025-06-09,,406.6286926269531,414.12591552734375,407.19366455078125,410.10260009765625,407.95465087890625,407.309326171875,404.48236083984375,403.8539123535156,404.8950500488281
29,2025-06-16,,418.9400634765625,425.11651611328125,419.8918151855469,421.474853515625,419.4873046875,421.3531188964844,419.9880676269531,417.94580078125,419.54205322265625
